TIME,TARGET,PACKET,CCSDS_STREAMID,CCSDS_SEQUENCE,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_MIRCOSECS,SCRIPT,ALIVE,STATUS,PACKET_TIMESECONDS,PACKET_TIMEFORMATTED,RECEIVED_TIMESECONDS,RECEIVED_TIMEFORMATTED,RECEIVED_COUNT,PACKET_TIME
2023-08-11T19:52:30.039Z,SCRIPT,STATUS,3200,49153,263,1691783550,9.187264367938042,/tmp/fsw/ironbank/run/poland_1.lua,0,0,1691783550.039459,2023/08/11 19:52:30.039,1691809923.515697,2023/08/12 03:12:03.515,5,2023-08-11 19:52:30 +0000
2023-08-11T19:52:30.042Z,SCRIPT,STATUS,3200,49154,263,1691783550,9.82196070253849,/tmp/fsw/ironbank/run/poland_1.lua,1,1,1691783550.042185,2023/08/11 19:52:30.042,1691809923.5166814,2023/08/12 03:12:03.516,6,2023-08-11 19:52:30 +0000
2023-08-11T20:02:30.038Z,SCRIPT,STATUS,3200,49155,263,1691784150,8.977251127362251,/tmp/fsw/ironbank/run/poland_2.lua,0,0,1691784150.0385568,2023/08/11 20:02:30.038,1691809923.5178313,2023/08/12 03:12:03.517,7,2023-08-11 20:02:30 +0000
2023-08-11T20:02:30.041Z,SCRIPT,STATUS,3200,49156,263,1691784150,9.625684469938278,/tmp/fsw/ironbank/run/poland_2.lua,1,1,1691784150.041342,2023/08/11 20:02:30.041,1691809923.5187283,2023/08/12 03:12:03.518,8,2023-08-11 20:02:30 +0000
2023-08-11T20:12:00.038Z,SCRIPT,STATUS,3200,49157,263,1691784720,9.034527465701103,/tmp/fsw/ironbank/run/jmp_1.lua,0,0,1691784720.0388029,2023/08/11 20:12:00.038,1691809912.8946085,2023/08/12 03:11:52.894,1,2023-08-11 20:12:00 +0000
2023-08-11T20:12:00.041Z,SCRIPT,STATUS,3200,49158,263,1691784720,9.658047929406166,/tmp/fsw/ironbank/run/jmp_1.lua,1,1,1691784720.041481,2023/08/11 20:12:00.041,1691809912.8955677,2023/08/12 03:11:52.895,2,2023-08-11 20:12:00 +0000
2023-08-11T20:41:00.038Z,SCRIPT,STATUS,3200,49159,263,1691786460,9.012175723910332,/tmp/fsw/ironbank/run/spacebitsrus_0.lua,0,0,1691786460.038707,2023/08/11 20:41:00.038,1691809939.4848764,2023/08/12 03:12:19.484,17,2023-08-11 20:41:00 +0000
2023-08-11T20:41:00.041Z,SCRIPT,STATUS,3200,49160,263,1691786460,9.637093171477318,/tmp/fsw/ironbank/run/spacebitsrus_0.lua,1,1,1691786460.0413911,2023/08/11 20:41:00.041,1691809939.486161,2023/08/12 03:12:19.486,18,2023-08-11 20:41:00 +0000
2023-08-11T20:43:00.038Z,SCRIPT,STATUS,3200,49161,263,1691786580,8.970964699983597,/tmp/fsw/ironbank/run/spacebitsrus_1.lua,0,0,1691786580.03853,2023/08/11 20:43:00.038,1691809939.4895172,2023/08/12 03:12:19.489,19,2023-08-11 20:43:00 +0000
2023-08-11T20:43:00.041Z,SCRIPT,STATUS,3200,49162,263,1691786580,9.58307646214962,/tmp/fsw/ironbank/run/spacebitsrus_1.lua,1,1,1691786580.041159,2023/08/11 20:43:00.041,1691809939.490895,2023/08/12 03:12:19.490,20,2023-08-11 20:43:00 +0000
2023-08-11T21:08:00.038Z,SCRIPT,STATUS,3200,49163,263,1691788080,8.96630808711052,/tmp/fsw/ironbank/run/krautsat_0.lua,0,0,1691788080.03851,2023/08/11 21:08:00.038,1691811218.0915291,2023/08/12 03:33:38.091,45,2023-08-11 21:08:00 +0000
2023-08-11T21:08:00.041Z,SCRIPT,STATUS,3200,49164,263,1691788080,9.580515325069427,/tmp/fsw/ironbank/run/krautsat_0.lua,1,1,1691788080.041148,2023/08/11 21:08:00.041,1691811218.0924528,2023/08/12 03:33:38.092,46,2023-08-11 21:08:00 +0000
2023-08-11T21:09:00.038Z,SCRIPT,STATUS,3200,49165,263,1691788140,8.976086974143982,/tmp/fsw/ironbank/run/krautsat_1.lua,0,0,1691788140.038552,2023/08/11 21:09:00.038,1691811218.0937517,2023/08/12 03:33:38.093,47,2023-08-11 21:09:00 +0000
2023-08-11T21:09:00.041Z,SCRIPT,STATUS,3200,49166,263,1691788140,9.621260687708855,/tmp/fsw/ironbank/run/krautsat_1.lua,1,1,1691788140.041323,2023/08/11 21:09:00.041,1691811218.0961564,2023/08/12 03:33:38.096,48,2023-08-11 21:09:00 +0000
2023-08-11T21:09:30.038Z,SCRIPT,STATUS,3200,49167,263,1691788170,8.966773748397827,/tmp/fsw/ironbank/run/krautsat_2.lua,0,0,1691788170.0385122,2023/08/11 21:09:30.038,1691811218.098276,2023/08/12 03:33:38.098,49,2023-08-11 21:09:30 +0000
2023-08-11T21:09:30.041Z,SCRIPT,STATUS,3200,49168,263,1691788170,9.608455002307892,/tmp/fsw/ironbank/run/krautsat_2.lua,1,1,1691788170.0412679,2023/08/11 21:09:30.041,1691811218.1014628,2023/08/12 03:33:38.101,50,2023-08-11 21:09:30 +0000
2023-08-11T21:44:32.046Z,SCRIPT,STATUS,3200,49169,263,1691790272,10.777730494737625,/tmp/fsw/ironbank/run/jmp_2.lua,0,0,1691790272.04629,2023/08/11 21:44:32.046,1691809918.1453526,2023/08/12 03:11:58.145,3,2023-08-11 21:44:32 +0000
2023-08-11T21:44:32.049Z,SCRIPT,STATUS,3200,49170,263,1691790272,11.412659659981728,/tmp/fsw/ironbank/run/jmp_2.lua,1,1,1691790272.0490172,2023/08/11 21:44:32.049,1691809918.1464272,2023/08/12 03:11:58.146,4,2023-08-11 21:44:32 +0000
2023-08-11T22:39:32.046Z,SCRIPT,STATUS,3200,49171,263,1691793572,10.770745575428009,/tmp/fsw/ironbank/run/krautsat_1.lua,0,0,1691793572.0462599,2023/08/11 22:39:32.046,1691811236.6134212,2023/08/12 03:33:56.613,64,2023-08-11 22:39:32 +0000
2023-08-11T22:39:32.049Z,SCRIPT,STATUS,3200,49172,263,1691793572,11.415919288992882,/tmp/fsw/ironbank/run/krautsat_1.lua,1,1,1691793572.049031,2023/08/11 22:39:32.049,1691811236.6162865,2023/08/12 03:33:56.616,65,2023-08-11 22:39:32 +0000
2023-08-11T22:42:32.046Z,SCRIPT,STATUS,3200,49173,263,1691793752,10.725809261202812,/tmp/fsw/ironbank/run/krautsat_2.lua,0,0,1691793752.046067,2023/08/11 22:42:32.046,1691811236.6184042,2023/08/12 03:33:56.618,66,2023-08-11 22:42:32 +0000
2023-08-11T22:42:32.048Z,SCRIPT,STATUS,3200,49174,263,1691793752,11.388678103685379,/tmp/fsw/ironbank/run/krautsat_2.lua,1,1,1691793752.048914,2023/08/11 22:42:32.048,1691811236.6200912,2023/08/12 03:33:56.620,67,2023-08-11 22:42:32 +0000
2023-08-11T22:44:32.046Z,SCRIPT,STATUS,3200,49175,263,1691793872,10.778428986668587,/tmp/fsw/ironbank/run/krautsat_1.lua,0,0,1691793872.046293,2023/08/11 22:44:32.046,1691811236.6218271,2023/08/12 03:33:56.621,68,2023-08-11 22:44:32 +0000
2023-08-11T22:44:32.049Z,SCRIPT,STATUS,3200,49176,263,1691793872,11.42779365181923,/tmp/fsw/ironbank/run/krautsat_1.lua,1,1,1691793872.049082,2023/08/11 22:44:32.049,1691811236.6232915,2023/08/12 03:33:56.623,69,2023-08-11 22:44:32 +0000
2023-08-11T22:45:32.046Z,SCRIPT,STATUS,3200,49177,263,1691793932,10.752351954579353,/tmp/fsw/ironbank/run/krautsat_1.lua,0,0,1691793932.0461812,2023/08/11 22:45:32.046,1691811236.6243374,2023/08/12 03:33:56.624,70,2023-08-11 22:45:32 +0000
2023-08-11T22:45:32.048Z,SCRIPT,STATUS,3200,49178,263,1691793932,11.37913204729557,/tmp/fsw/ironbank/run/krautsat_1.lua,1,1,1691793932.048873,2023/08/11 22:45:32.048,1691811236.6259472,2023/08/12 03:33:56.625,71,2023-08-11 22:45:32 +0000
2023-08-11T22:46:32.046Z,SCRIPT,STATUS,3200,49179,263,1691793992,10.730698704719543,/tmp/fsw/ironbank/run/krautsat_1.lua,0,0,1691793992.046088,2023/08/11 22:46:32.046,1691811236.626609,2023/08/12 03:33:56.626,72,2023-08-11 22:46:32 +0000
2023-08-11T22:46:32.048Z,SCRIPT,STATUS,3200,49180,263,1691793992,11.387746781110764,/tmp/fsw/ironbank/run/krautsat_1.lua,1,1,1691793992.0489101,2023/08/11 22:46:32.048,1691811236.6274247,2023/08/12 03:33:56.627,73,2023-08-11 22:46:32 +0000
2023-08-11T22:49:32.046Z,SCRIPT,STATUS,3200,49181,263,1691794172,10.751187801361084,/tmp/fsw/ironbank/run/krautsat_0.lua,0,0,1691794172.046176,2023/08/11 22:49:32.046,1691811236.6284683,2023/08/12 03:33:56.628,74,2023-08-11 22:49:32 +0000
2023-08-11T22:49:32.049Z,SCRIPT,STATUS,3200,49182,263,1691794172,11.411961168050766,/tmp/fsw/ironbank/run/krautsat_0.lua,1,1,1691794172.049014,2023/08/11 22:49:32.049,1691811236.630307,2023/08/12 03:33:56.630,75,2023-08-11 22:49:32 +0000
2023-08-11T22:50:32.046Z,SCRIPT,STATUS,3200,49183,263,1691794232,10.748161002993584,/tmp/fsw/ironbank/run/krautsat_0.lua,0,0,1691794232.0461628,2023/08/11 22:50:32.046,1691811236.633858,2023/08/12 03:33:56.633,76,2023-08-11 22:50:32 +0000
2023-08-11T22:50:32.048Z,SCRIPT,STATUS,3200,49184,263,1691794232,11.394498869776726,/tmp/fsw/ironbank/run/krautsat_0.lua,1,1,1691794232.048939,2023/08/11 22:50:32.048,1691811236.6354733,2023/08/12 03:33:56.635,77,2023-08-11 22:50:32 +0000
2023-08-11T23:15:02.046Z,SCRIPT,STATUS,3200,49185,263,1691795702,10.743504390120506,/tmp/fsw/ironbank/run/mhackeroni_0.lua,0,0,1691795702.046143,2023/08/11 23:15:02.046,1691811212.1156697,2023/08/12 03:33:32.115,39,2023-08-11 23:15:02 +0000
2023-08-11T23:15:02.048Z,SCRIPT,STATUS,3200,49186,263,1691795702,11.372845619916916,/tmp/fsw/ironbank/run/mhackeroni_0.lua,1,1,1691795702.048846,2023/08/11 23:15:02.048,1691811212.116309,2023/08/12 03:33:32.116,40,2023-08-11 23:15:02 +0000
2023-08-11T23:16:07.048Z,SCRIPT,STATUS,3200,49187,263,1691795767,11.27622090280056,/tmp/fsw/ironbank/run/mhackeroni_1.lua,0,0,1691795767.0484312,2023/08/11 23:16:07.048,1691811212.1172514,2023/08/12 03:33:32.117,41,2023-08-11 23:16:07 +0000
2023-08-11T23:16:07.051Z,SCRIPT,STATUS,3200,49188,263,1691795767,11.964468285441399,/tmp/fsw/ironbank/run/mhackeroni_1.lua,1,1,1691795767.0513868,2023/08/11 23:16:07.051,1691811212.117744,2023/08/12 03:33:32.117,42,2023-08-11 23:16:07 +0000
2023-08-11T23:17:07.058Z,SCRIPT,STATUS,3200,49189,263,1691795827,13.720942661166191,/tmp/fsw/ironbank/run/mhackeroni_2.lua,0,0,1691795827.0589309,2023/08/11 23:17:07.058,1691811212.1182654,2023/08/12 03:33:32.118,43,2023-08-11 23:17:07 +0000
2023-08-11T23:17:07.062Z,SCRIPT,STATUS,3200,49190,263,1691795827,14.438759535551071,/tmp/fsw/ironbank/run/mhackeroni_2.lua,1,1,1691795827.0620139,2023/08/11 23:17:07.062,1691811212.1186604,2023/08/12 03:33:32.118,44,2023-08-11 23:17:07 +0000
2023-08-11T23:52:46.050Z,SCRIPT,STATUS,3200,49191,263,1691797966,11.835480108857155,/tmp/fsw/ironbank/run/poland_0.lua,0,0,1691797966.050833,2023/08/11 23:52:46.050,1691811198.4813685,2023/08/12 03:33:18.481,27,2023-08-11 23:52:46 +0000
2023-08-11T23:52:46.053Z,SCRIPT,STATUS,3200,49192,263,1691797966,12.482283636927605,/tmp/fsw/ironbank/run/poland_0.lua,1,1,1691797966.053611,2023/08/11 23:52:46.053,1691811198.48407,2023/08/12 03:33:18.484,28,2023-08-11 23:52:46 +0000
2023-08-11T23:52:50.046Z,SCRIPT,STATUS,3200,49193,263,1691797970,10.776333510875702,/tmp/fsw/ironbank/run/poland_1.lua,0,0,1691797970.046284,2023/08/11 23:52:50.046,1691811198.485543,2023/08/12 03:33:18.485,29,2023-08-11 23:52:50 +0000
2023-08-11T23:52:50.049Z,SCRIPT,STATUS,3200,49194,263,1691797970,11.423369869589806,/tmp/fsw/ironbank/run/poland_1.lua,1,1,1691797970.049063,2023/08/11 23:52:50.049,1691811198.4874113,2023/08/12 03:33:18.487,30,2023-08-11 23:52:50 +0000
2023-08-11T23:53:10.046Z,SCRIPT,STATUS,3200,49195,263,1691797990,10.796589776873589,/tmp/fsw/ironbank/run/poland_2.lua,0,0,1691797990.046371,2023/08/11 23:53:10.046,1691811198.4909399,2023/08/12 03:33:18.490,31,2023-08-11 23:53:10 +0000
